FID,nombre,cod_depend,cod_tramo,cod_tipo_d,cod_estado,id_gestor,cod_munici,direccion,codigo_pos,cod_titula,utm_x,utm_y,v_desde,id_provinc,prec_geom,dependenci,dependen_1,dependen_2,dependen_3,dependen_4,dependen_5,dependen_6,dependen_7,dependen_8,dependen_9,geom
Dependencias.113,VILLALBA DEL ALCOR,43010,044400050,Y,FS,AP,210741,,21860,AD,191022.579,4144899.494,1,21,0,AP,Y,FS,21,210741,21860,AD,044400050,VILLALBA DEL ALCOR,0,POINT (191022.5789999999 4144899.494000001)
Dependencias.114,LOGROÑO,81100,017000070,E,EX,AE,260892,,26007,AD,545969.8385,4700751.1098,1,26,1,AE,E,EX,26,260892,26007,AD,017000070,LOGROÑO,,POINT (545969.8384999996 4700751.1098)
Dependencias.115,SAN FELICES,81001,017000090,A,EX,AX,260717,,26200,AD,512636.6009,4718810.4556,1,26,1,AX,A,EX,26,260717,26200,AD,017000090,SAN FELICES,0,POINT (512636.60089999996 4718810.455600001)
Dependencias.116,HARO,81002,017000080,T,EX,AE,260717,,26200,AD,512368.0846,4714589.9235,1,26,1,AE,T,EX,26,260717,26200,AD,017000080,HARO,0,POINT (512368.0845999997 4714589.9235)
Dependencias.117,MALUQUE (APD),70203,022000120,Y,FS,AP,191898,,19226,AD,486704.133,4515510.8699,1,19,1,AP,Y,FS,19,191898,19226,AD,022000120,MALUQUE (APD),0,POINT (486704.1330000004 4515510.869899999)
Dependencias.118,YUNQUERA DE HENARES,70202,022000120,A,EX,AE,193310,,19210,AD,486227.0615,4510689.7726,1,19,1,AE,A,EX,19,193310,19210,AD,022000120,YUNQUERA DE HENARES,0,POINT (486227.06149999984 4510689.772600001)
Dependencias.119,HUMANES DE MOHERNANDO,70204,022000120,T,EX,AE,191517,,19220,AD,488281.1324,4520021.8843,1,19,1,AE,T,EX,19,191517,19220,AD,022000120,HUMANES DE MOHERNANDO,0,POINT (488281.13239999954 4520021.884299999)
Dependencias.120,ESPINOSA DE HENARES,70207,022000120,A,EX,AE,191137,,19292,AD,493838.1247,4528735.8727,1,19,1,AE,A,EX,19,191137,19292,AD,022000120,ESPINOSA DE HENARES,0,POINT (493838.1246999996 4528735.8727)
Dependencias.121,CARRASCOSA DE HENARES (APD),70208,022000120,P,EX,AE,191137,,19292,AD,498809.4683,4528309.7765,1,19,1,AE,P,EX,19,191137,19292,AD,022000120,CARRASCOSA DE HENARES (APD),0,POINT (498809.46829999983 4528309.7765)
Dependencias.122,JADRAQUE,70209,022000120,A,EX,AE,191569,,19240,AD,505404.946,4530990.3528,1,19,1,AE,A,EX,19,191569,19240,AD,022000120,JADRAQUE,0,POINT (505404.94600000046 4530990.3528)
Dependencias.123,MATILLAS,70210,022000120,T,EX,AE,191749,,19294,AD,513192.3624,4533643.8876,1,19,1,AE,T,EX,19,191749,19294,AD,022000120,MATILLAS,0,POINT (513192.3624 4533643.887599999)
Dependencias.124,ALCUNEZA (APD),70303,022000140,Y,FS,AP,192574,,19250,AD,533532.8418,4550606.9375,1,19,1,AP,Y,FS,19,192574,19250,AD,022000140,ALCUNEZA (APD),0,POINT (533532.8417999996 4550606.9375)
Dependencias.125,MEDINACELI,70401,022000150,T,EX,AE,421139,,42240,AD,548554.2251,4557262.2506,1,42,1,AE,T,EX,42,421139,42240,AD,022000150,MEDINACELI,0,POINT (548554.2251000004 4557262.250600001)
Dependencias.126,MONREAL DE ARIZA (APD),70405,022000170,P,EX,AE,501725,,50291,AD,574522.1361,4572293.9029,1,50,1,AE,P,EX,50,501725,50291,AD,022000170,MONREAL DE ARIZA (APD),0,POINT (574522.1360999998 4572293.902899999)
Dependencias.127,CETINA (APD),70501,022000180,P,EX,AE,500819,,50292,AD,587080.0063,4572125.7598,1,50,1,AE,P,EX,50,500819,50292,AD,022000180,CETINA (APD),0,POINT (587080.0062999995 4572125.7598)
Dependencias.128,RUEDA DE JALON-LUMPIAQUE (APD),70704,022000210,P,EX,AE,502284,,50295,AD,643119.4517,4611139.849,1,50,1,AE,P,EX,50,502284,50295,AD,022000210,RUEDA DE JALON-LUMPIAQUE (APD),0,POINT (643119.4517000001 4611139.848999999)
Dependencias.129,GRANOLLERS MERCADERIES,79108,022700060,Y,FS,AP,80961,,08402,AD,941063.2083,4618631.9665,1,8,2,AP,Y,FS,8,80961,08402,AD,022700060,GRANOLLERS MERCADERIES,0,POINT (941063.2083 4618631.966499999)
Dependencias.130,"KM. 305,022 ( ELS COMDALS )",78602,022200050,Y,FS,AM,81136,,08243,AD,903101.4867,4627662.4461,1,8,0,AM,Y,FS,8,81136,08243,AD,022200050,"KM. 305,022 ( ELS COMDALS )",0,POINT (903101.4867000002 4627662.4461)
Dependencias.131,CASTELLGALI,78603,022200050,Y,FS,AP,80615,,08297,AD,903515.2029,4625837.3971,1,8,0,AP,Y,FS,8,80615,08297,AD,022200050,CASTELLGALI,0,POINT (903515.2028999999 4625837.3971)
Dependencias.132,BIF. RUBENA,B1112,011000270,B,EX,AM,93266,,09199,AD,451618.1169,4692448.6232,1,9,1,AM,B,EX,9,93266,09199,AD,011000270,BIF. RUBENA,0,POINT (451618.1168999998 4692448.623199999)
Dependencias.133,BRIVIESCA,11109,011000270,E,EX,AE,90562,,09240,AD,473786.3731,4710086.0351,1,9,1,AE,E,EX,9,90562,09240,AD,011000270,BRIVIESCA,0,POINT (473786.37310000043 4710086.0351)
Dependencias.134,BOBADILLA,54400,044300100,E,EX,AE,260316,,29540,AD,346340.954,4100434.6229,1,29,1,AE,E,EX,29,260316,29540,AD,044300100,BOBADILLA,,POINT (346340.9539999999 4100434.6229)
Dependencias.135,ALMARGEN-CAÑETE LA REAL,55003,044200020,A,EX,AE,290108,,29330,AD,320250.6674,4096893.5014,1,29,1,AE,A,EX,29,290108,29330,AD,044200020,ALMARGEN-CAÑETE LA REAL,0,POINT (320250.6673999997 4096893.5013999995)
Dependencias.136,RONDA,55007,044200030,E,EX,AE,290846,,29400,AD,306992.4096,4069143.5479,1,29,1,AE,E,EX,29,290846,29400,AD,044200030,RONDA,,POINT (306992.4095999999 4069143.5479000006)
Dependencias.137,ESPELUY,50400,044000090,T,EX,AE,230320,,23628,AD,426937.3086,4207265.9698,1,23,1,AE,T,EX,23,230320,23628,AD,044000090,ESPELUY,0,POINT (426937.3086000001 4207265.969799999)
Dependencias.138,MARMOLEJO,50405,044000110,T,EX,AX,230597,,23770,AD,397395.1502,4208560.9071,1,23,1,AX,T,EX,23,230597,23770,AD,044000110,MARMOLEJO,0,POINT (397395.15020000003 4208560.9070999995)
Dependencias.139,HORNACHUELOS,50505,044000170,T,EX,AX,140364,,14740,AD,305709.0818,4183031.9815,1,14,1,AX,T,EX,14,140364,14740,AD,044000170,HORNACHUELOS,0,POINT (305709.0817999998 4183031.9814999998)
Dependencias.140,ALUMBRES,61402,033260020,Y,FS,AP,300161,,30203,AD,684090.6804,4164947.1212,1,30,4,AP,Y,FS,30,300161,30203,AD,033260020,ALUMBRES,0,POINT (684090.6804 4164947.121200001)
Dependencias.141,SAN ISIDRO,05001,044640010,Y,FS,AP,180877,,18015,AD,443035.6312,4116567.6341,1,18,4,AP,Y,FS,18,180877,18015,AD,044640010,SAN ISIDRO,0,POINT (443035.6311999997 4116567.6340999994)
Dependencias.142,VANDELLOS,65406,036000160,F,FS,AP,431628,,43890,AD,825434.4866,4540781.8061,1,43,1,AP,F,FS,43,431628,43890,AD,036000160,VANDELLOS,0,POINT (825434.4866000004 4540781.8061)
Dependencias.143,BIF. VILANOVA,B8801,022200090,B,EX,AM,80193,,08018,AD,933487.3932,4595548.9252,1,8,2,AM,B,EX,8,80193,08018,AD,022200090,BIF. VILANOVA,0,POINT (933487.3931999998 4595548.9252)
Dependencias.144,"ESPELUY-AGUJA KM. 338,8",A5030,044000070,B,EX,AM,230618,,23620,AD,429027.1909,4206362.2177,1,23,1,AM,B,EX,23,230618,23620,AD,044000070,"ESPELUY-AGUJA KM. 338,8",0,POINT (429027.1908999998 4206362.217700001)
Dependencias.145,FERROL PUERTO,21011,060008041,G,EX,AT,150367,,15401,AD,75798.2471,4827063.4302,1,15,2,AT,G,EX,15,150367,15401,AD,060008041,FERROL PUERTO,0,POINT (75798.24710000027 4827063.430199999)
Dependencias.146,ARENALES,60403,033000140,Y,FS,AP,130283,,13610,AD,496470.355,4356697.7792,1,13,4,AP,Y,FS,13,130283,13610,AD,033000140,ARENALES,0,POINT (496470.35500000045 4356697.779200001)
Dependencias.147,GENOVES (APD),69001,033420010,P,EX,AE,461326,,46894,AD,717861.2849,4316919.959,1,46,1,AE,P,EX,46,461326,46894,AD,033420010,GENOVES (APD),0,POINT (717861.2849000003 4316919.959000001)
Dependencias.148,MONTABERNER (APD),69004,033420010,P,EX,AE,461733,,46892,AD,717584.2961,4306905.0819,1,46,1,AE,P,EX,46,461733,46892,AD,033420010,MONTABERNER (APD),0,POINT (717584.2960999999 4306905.081900001)
Dependencias.149,ALBAIDA (APD),69006,033420010,P,EX,AE,460060,,46860,AD,715379.9413,4302581.252,1,46,1,AE,P,EX,46,460060,46860,AD,033420010,ALBAIDA (APD),0,POINT (715379.9413000001 4302581.252)
Dependencias.150,AGULLENT (APD),69007,033420010,P,EX,AE,460044,,46890,AD,712564.0246,4300818.3024,1,46,1,AE,P,EX,46,460044,46890,AD,033420010,AGULLENT (APD),0,POINT (712564.0246000001 4300818.3024)
Dependencias.151,AGRES (APD),69009,033420020,P,EX,AE,30036,,03837,AD,715217.4124,4297151.333,1,3,1,AE,P,EX,3,30036,03837,AD,033420020,AGRES (APD),0,POINT (715217.4123999998 4297151.333000001)
Dependencias.152,COCENTAINA (APD),69010,033420020,P,EX,AE,30566,,03820,AD,721428.0726,4292748.4591,1,3,1,AE,P,EX,3,30566,03820,AD,033420020,COCENTAINA (APD),0,POINT (721428.0725999996 4292748.459100001)
Dependencias.153,EL ROMANI (APD),69101,033440010,P,EX,AE,462331,,46430,AD,724698.8878,4353638.0985,1,46,1,AE,P,EX,46,462331,46430,AD,033440010,EL ROMANI (APD),0,POINT (724698.8877999997 4353638.0985)
Dependencias.154,SOLLANA,69102,033440010,T,EX,AE,462331,,46430,AD,726053.326,4351046.0697,1,46,1,AE,T,EX,46,462331,46430,AD,033440010,SOLLANA,0,POINT (726053.3260000004 4351046.069700001)
Dependencias.155,SUECA,69103,033440010,A,EX,AE,462359,,46410,AD,732424.0464,4343068.1016,1,46,1,AE,A,EX,46,462359,46410,AD,033440010,SUECA,0,POINT (732424.0464000003 4343068.101600001)
Dependencias.156,TAVERNES DE LA VALLDIGNA,69105,033440020,A,EX,AE,462384,,46760,AD,739927.8832,4329199.4546,1,46,1,AE,A,EX,46,462384,46760,AD,033440020,TAVERNES DE LA VALLDIGNA,0,POINT (739927.8832 4329199.454600001)
Dependencias.157,ROCA-CUPER (APD),65001,036000040,P,EX,AE,461666,,46133,AD,730044.0974,4378661.0984,1,46,1,AE,P,EX,46,461666,46133,AD,036000040,ROCA-CUPER (APD),0,POINT (730044.0974000003 4378661.0984000005)
Dependencias.158,CALAÑAS,42015,045120040,A,EX,AE,210176,,21300,AD,157985.7884,4174274.9097,1,21,1,AE,A,EX,21,210176,21300,AD,045120040,CALAÑAS,0,POINT (157985.78839999996 4174274.9097000007)
Dependencias.159,MERIDA,37500,045200120,E,EX,AE,60830,,06800,AD,210162.4499,4313368.9907,1,6,1,AE,E,EX,6,60830,06800,AD,045200120,MERIDA,,POINT (210162.44990000036 4313368.990700001)
Dependencias.160,VILA-REAL,65208,036000080,E,EX,AE,121359,,12540,AD,748082.1526,4424362.4025,1,12,1,AE,E,EX,12,121359,12540,AD,036000080,VILA-REAL,0,POINT (748082.1525999997 4424362.4025)
Dependencias.161,CASTELLO DE LA PLANA,65300,036000090,E,EX,AE,120402,,12006,AV,751679.9029,4430622.3415,1,12,1,AE,E,EX,12,120402,12006,AV,036000090,CASTELLO DE LA PLANA,,POINT (751679.9029000001 4430622.341499999)
Dependencias.162,LES PALMES,65301,036000100,T,EX,AX,120402,,12004,AD,755867.2095,4434688.4022,1,12,1,AX,T,EX,12,120402,12004,AD,036000100,LES PALMES,0,POINT (755867.2094999999 4434688.4022)
Dependencias.163,ORPESA,65304,036000110,T,EX,AE,120859,,12594,AD,767676.2563,4442727.7578,1,12,1,AE,T,EX,12,120859,12594,AD,036000110,ORPESA,0,POINT (767676.2562999995 4442727.7578)
Dependencias.164,VINAROS,65312,036000120,E,EX,AE,121384,,12500,AD,792964.136,4485844.3027,1,12,1,AE,E,EX,12,121384,12500,AD,036000120,VINAROS,,POINT (792964.1359999999 4485844.3027)
Dependencias.165,ULLDECONA-ALCANAR-LA SENIA (APT),65314,036000130,T,EX,AE,431567,,43550,AD,791884.6929,4499624.5542,1,43,1,AE,T,EX,43,431567,43550,AD,036000130,ULLDECONA-ALCANAR-LA SENIA (APT),0,POINT (791884.6929000001 4499624.554199999)
Dependencias.166,LALDEA-AMPOSTA-TORTOSA,65402,036000140,T,EX,AE,439044,,43896,AD,805125.1303,4517682.669,1,43,1,AE,T,EX,43,439044,43896,AD,036000140,LALDEA-AMPOSTA-TORTOSA,,POINT (805125.1303000003 4517682.669)
Dependencias.167,BIF. CALAFAT,B6541,036000150,F,FS,AT,431628,,43890,AD,824333.0551,4539301.6695,1,43,1,AT,F,FS,43,431628,43890,AD,036000150,BIF. CALAFAT,0,POINT (824333.0551000005 4539301.669500001)
Dependencias.168,CAMBRILS,65409,036000170,F,FS,AP,430385,,43850,AD,840540.6433,4554373.0476,1,43,1,AP,F,FS,43,430385,43850,AD,036000170,CAMBRILS,,POINT (840540.6432999996 4554373.047599999)
Dependencias.169,SALOU,65410,036000180,F,FS,AP,439057,,43840,AD,846911.3274,4555575.8113,1,43,1,AP,F,FS,43,439057,43840,AD,036000180,SALOU,,POINT (846911.3273999998 4555575.8113)
Dependencias.170,O BARCO DE VALDEORRAS,20211,068000105,A,EX,AE,320090,,32300,AD,172110.8049,4703912.1741,1,32,1,AE,A,EX,32,320090,32300,AD,068000105,O BARCO DE VALDEORRAS,0,POINT (172110.80489999987 4703912.1741)
Dependencias.171,PUMARES (APD),20209,068000105,Y,FS,AP,320179,,32338,AD,182409.8239,4701907.0662,1,32,1,AP,Y,FS,32,320179,32338,AD,068000105,PUMARES (APD),0,POINT (182409.8239000002 4701907.066199999)
Dependencias.172,VILAMARTIN DE VALDEORRAS,20212,068000105,T,EX,AE,320880,,32340,AD,165789.666,4703468.8357,1,32,1,AE,T,EX,32,320880,32340,AD,068000105,VILAMARTIN DE VALDEORRAS,0,POINT (165789.6660000002 4703468.8357)
Dependencias.173,BIF. UTRERA,B5103,044000280,B,EX,AM,410956,,41710,AD,249864.1719,4121904.5226,1,41,1,AM,B,EX,41,410956,41710,AD,044000280,BIF. UTRERA,0,POINT (249864.17190000042 4121904.5226000007)
Dependencias.174,ERUSTES,35107,055000110,T,EX,AE,450605,,45540,AD,372927.3671,4423211.0781,1,45,1,AE,T,EX,45,450605,45540,AD,055000110,ERUSTES,0,POINT (372927.3671000004 4423211.0781)
Dependencias.175,A CORUÑA,31412,068220150,E,EX,AE,150308,,15007,AD,61573.6774,4814231.2914,1,15,1,AE,E,EX,15,150308,15007,AD,068220150,A CORUÑA,,POINT (61573.67740000039 4814231.2914)
Dependencias.176,OS PEARES,22005,068100010,T,EX,AE,320599,,32440,AD,110551.2983,4710747.543,1,32,1,AE,T,EX,32,320599,32440,AD,068100010,OS PEARES,0,POINT (110551.29829999991 4710747.543)
Dependencias.177,OURENSE,22100,068220070,E,EX,AE,320548,,32001,AV,98625.0321,4700184.7851,1,32,1,AE,E,EX,32,320548,32001,AV,068220070,OURENSE,,POINT (98625.03210000042 4700184.7851)
Dependencias.178,RIBADAVIA,22102,068100030,T,EX,AE,320697,,32400,AD,76289.1366,4695121.0069,1,32,1,AE,T,EX,32,320697,32400,AD,068100030,RIBADAVIA,0,POINT (76289.13659999985 4695121.006899999)
Dependencias.179,BIF. CHAPELA,A2230,068100070,B,EX,AM,360451,,36800,AD,32834.2406,4696402.9239,1,36,1,AM,B,EX,36,360451,36800,AD,068100070,BIF. CHAPELA,0,POINT (32834.240600000136 4696402.923900001)
Dependencias.180,VIGO,22303,068100080,F,FS,AP,360577,,36201,AV,28490.0911,4691626.1758,1,36,1,AP,F,FS,36,360577,36201,AV,068100080,VIGO,,POINT (28490.091099999845 4691626.175799999)
Dependencias.181,"M-CHAMARTIN-AG. KM. 1,5",A0801,110800010,B,EX,AM,280796,,28036,AV,442525.5348,4481302.8185,1,28,1,AM,B,EX,28,280796,28036,AV,110800010,"M-CHAMARTIN-AG. KM. 1,5",0,POINT (442525.53479999956 4481302.818499999)
Dependencias.182,BIFURCACIÓN MEDINA,B0740,110800050,B,EX,AM,471049,,47410,AV,359223.4654,4570485.4157,1,47,1,AM,B,EX,47,471049,47410,AV,110800050,BIFURCACIÓN MEDINA,0,POINT (359223.4654000001 4570485.4157)
Dependencias.183,ALAR DEL REY,14112,061600020,T,EX,AE,340053,,34480,AD,392517.6999,4723545.253,1,34,1,AE,T,EX,34,340053,34480,AD,061600020,ALAR DEL REY,0,POINT (392517.69990000036 4723545.2530000005)
Dependencias.184,MAVE (APD),14113,061600020,P,EX,AE,340040,,34492,AD,395561.6807,4730886.974,1,34,1,AE,P,EX,34,340040,34492,AD,061600020,MAVE (APD),0,POINT (395561.6807000004 4730886.973999999)
Dependencias.185,POZAZAL,14201,061600040,T,EX,AX,390279,,39200,AD,408438.4859,4752433.7294,1,39,1,AX,T,EX,39,390279,39200,AD,061600040,POZAZAL,0,POINT (408438.48589999974 4752433.7294)
Dependencias.186,SOPEÑA,14227,061600040,T,EX,AX,390279,,39200,AD,407359.8442,4756009.1509,1,39,1,AX,T,EX,39,390279,39200,AD,061600040,SOPEÑA,0,POINT (407359.84420000017 4756009.150900001)
Dependencias.187,PUJAYO (APD.),14234,061600050,P,EX,AE,390106,,39420,AD,411930.8986,4775001.6026,1,39,1,AE,P,EX,39,390106,39420,AD,061600050,PUJAYO (APD.),0,POINT (411930.89859999996 4775001.602600001)
Dependencias.188,RIO EBRO (APD),14233,061600050,P,EX,AE,390591,,39200,AD,407536.9685,4761522.1906,1,39,1,AE,P,EX,39,390591,39200,AD,061600050,RIO EBRO (APD),0,POINT (407536.9685000004 4761522.1906)
Dependencias.189,MONTABLIZ,14205,061600050,T,EX,AX,390106,,39420,AD,410692.1491,4772740.8417,1,39,1,AX,T,EX,39,390106,39420,AD,061600050,MONTABLIZ,0,POINT (410692.14910000004 4772740.841700001)
Dependencias.190,LANTUENO-SANTIURDE,14203,061600050,T,EX,AE,390778,,39490,AD,411727.2907,4767862.4929,1,39,1,AE,T,EX,39,390778,39490,AD,061600050,LANTUENO-SANTIURDE,0,POINT (411727.2906999998 4767862.492900001)
Dependencias.191,PESQUERA,14204,061600050,T,EX,AE,390514,,39491,AD,412589.5532,4770514.4429,1,39,1,AE,T,EX,39,390514,39491,AD,061600050,PESQUERA,0,POINT (412589.55319999997 4770514.4429)
Dependencias.192,SANTA CRUZ DE IGUÑA (APD),14208,061600060,P,EX,AE,390469,,39430,AD,415052.1744,4780236.997,1,39,1,AE,P,EX,39,390469,39430,AD,061600060,SANTA CRUZ DE IGUÑA (APD),0,POINT (415052.1743999999 4780236.9969999995)
Dependencias.193,ARENAS DE IGUÑA (APD),14235,061600060,P,EX,AE,390041,,39450,AD,414667.0171,4781902.1285,1,39,1,AE,P,EX,39,390041,39450,AD,061600060,ARENAS DE IGUÑA (APD),0,POINT (414667.0170999998 4781902.1285)
Dependencias.194,MOLLEDO-PORTOLIN (APD),14207,061600060,P,EX,AE,390469,,39430,AD,415506.8533,4777496.0007,1,39,1,AE,P,EX,39,390469,39430,AD,061600060,MOLLEDO-PORTOLIN (APD),0,POINT (415506.8532999996 4777496.000700001)
Dependencias.195,LOMBERA (APD),14232,061600070,P,EX,AE,390250,,39400,AD,413357.7409,4790886.114,1,39,1,AE,P,EX,39,390250,39400,AD,061600070,LOMBERA (APD),0,POINT (413357.7408999996 4790886.114)
Dependencias.196,PORQUEROS,20103,068000060,T,EX,AE,240938,,24397,AD,244989.6344,4720965.4147,1,24,1,AE,T,EX,24,240938,24397,AD,068000060,PORQUEROS,0,POINT (244989.63439999986 4720965.4147)
Dependencias.197,VEGA-MAGAZ,20102,068000060,T,EX,AE,240938,,24396,AD,248116.4692,4715759.1919,1,24,1,AE,T,EX,24,240938,24396,AD,068000060,VEGA-MAGAZ,0,POINT (248116.46920000017 4715759.1919)
Dependencias.198,S. PEDRO DE LAS HERRERIAS,31111,068220020,A,EX,AX,491048,,49522,AD,219671.7783,4645212.4471,1,49,1,AX,A,EX,49,491048,49522,AD,068220020,S. PEDRO DE LAS HERRERIAS,0,POINT (219671.77830000035 4645212.4471)
Dependencias.199,ROBLEDO DE SANABRIA (APD),31113,068220020,Y,FS,AP,491661,,49300,AD,206167.3836,4653916.919,1,49,1,AP,Y,FS,49,491661,49300,AD,068220020,ROBLEDO DE SANABRIA (APD),0,POINT (206167.3836000003 4653916.919)
Dependencias.200,LINAREJOS-PEDROSO,31112,068220020,T,EX,AE,491103,,49594,AD,211153.9996,4649762.2367,1,49,1,AE,T,EX,49,491103,49594,AD,068220020,LINAREJOS-PEDROSO,0,POINT (211153.99959999975 4649762.2367)
Dependencias.201,CABAÑAS DE ALISTE (APD),31109,068220020,P,EX,AE,491769,,49591,AD,230519.068,4638728.9799,1,49,1,AE,P,EX,49,491769,49591,AD,068220020,CABAÑAS DE ALISTE (APD),0,POINT (230519.06799999997 4638728.979900001)
Dependencias.202,VILARIÑO DE CONSO-A CAPELA,31206,068220040,A,EX,AX,320929,,32557,AD,149685.6269,4666234.8324,1,32,1,AX,A,EX,32,320929,32557,AD,068220040,VILARIÑO DE CONSO-A CAPELA,0,POINT (149685.62689999957 4666234.8324)
Dependencias.203,A MEZQUITA-VILAVELLA,31204,068220040,A,EX,AX,320489,,32549,AD,167335.0747,4662533.5605,1,32,1,AX,A,EX,32,320489,32549,AD,068220040,A MEZQUITA-VILAVELLA,0,POINT (167335.07469999976 4662533.5605)
Dependencias.204,A GUDIÑA,31205,068220040,T,EX,AX,320343,,32540,AD,158052.9902,4664777.5041,1,32,1,AX,T,EX,32,320343,32540,AD,068220040,A GUDIÑA,0,POINT (158052.99019999988 4664777.5041000005)
Dependencias.205,O CARBALLIÑO,31304,068220083,E,EX,AE,320198,,32500,AD,83012.8395,4710142.3556,1,32,1,AE,E,EX,32,320198,32500,AD,068220083,O CARBALLIÑO,0,POINT (83012.83949999977 4710142.355599999)
Dependencias.206,MEJORADA DEL CAMPO,04003,120500020,E,EX,AM,280843,,28840,AV,458367.9221,4473002.9422,1,28,1,AM,E,EX,28,280843,28840,AV,120500020,MEJORADA DEL CAMPO,0,POINT (458367.9221000001 4473002.9421999995)
Dependencias.207,LAS INVIERNAS,04011,120500040,E,EX,AM,191863,,19268,AV,525069.2648,4527394.313,1,19,1,AM,E,EX,19,191863,19268,AV,120500040,LAS INVIERNAS,0,POINT (525069.2648 4527394.312999999)
Dependencias.208,ALCOLEA DEL PINAR,04013,120500040,E,EX,AM,190117,,19260,AV,539807.1413,4538008.7946,1,19,1,AM,E,EX,19,190117,19260,AV,120500040,ALCOLEA DEL PINAR,0,POINT (539807.1413000003 4538008.794600001)
Dependencias.209,ARIZA-A.V.,04018,120500060,E,EX,AM,500153,,42269,AV,577931.1758,4564256.54,1,50,1,AM,E,EX,50,500153,42269,AV,120500060,ARIZA-A.V.,0,POINT (577931.1758000003 4564256.539999999)
Dependencias.210,ALHAMA DE ARAGON- A.V.,04020,120500060,E,EX,AM,500205,,50230,AV,591576.4795,4570724.1235,1,50,1,AM,E,EX,50,500205,50230,AV,120500060,ALHAMA DE ARAGON- A.V.,0,POINT (591576.4795000004 4570724.123500001)
Dependencias.211,RICLA-A.V.,04026,120500070,E,EX,AM,502259,,50270,AV,633066.8588,4598368.639,1,50,1,AM,E,EX,50,502259,50270,AV,120500070,RICLA-A.V.,0,POINT (633066.8587999996 4598368.639)
Dependencias.212,PINA DE EBRO-A.V.,04046,120500120,E,EX,AM,502088,,50750,AV,706734.8263,4600737.665,1,50,1,AM,E,EX,50,502088,50750,AV,120500120,PINA DE EBRO-A.V.,0,POINT (706734.8262999998 4600737.664999999)
Dependencias.213,BUJARALOZ,04048,120500120,E,EX,AM,502088,,50750,AV,720746.1028,4601322.3411,1,50,1,AM,E,EX,50,502088,50750,AV,120500120,BUJARALOZ,0,POINT (720746.1028000005 4601322.3411)
Dependencias.214,BALLOBAR,04052,120500130,E,EX,AM,220469,,22234,AV,759141.574,4606925.7341,1,22,1,AM,E,EX,22,220469,22234,AV,120500130,BALLOBAR,0,POINT (759141.574 4606925.734099999)
Dependencias.215,MONTAGUT-A.V.,04055,120500140,E,EX,AM,250117,,25180,AV,791199.6043,4614570.6351,1,25,1,AM,E,EX,25,250117,25180,AV,120500140,MONTAGUT-A.V.,0,POINT (791199.6042999998 4614570.6351)
Dependencias.216,EL SEGRE,04100,120500150,E,EX,AM,251207,,25192,AV,800206.5474,4611943.5591,1,25,1,AM,E,EX,25,251207,25192,AV,120500150,EL SEGRE,0,POINT (800206.5473999996 4611943.5591)
Dependencias.217,LESPLUGA DE FRANCOLI-A. V.,04102,120500178,E,EX,AM,430542,,43440,AV,841150.2076,4591795.5934,51,43,1,AM,E,EX,43,430542,43440,AV,120500178,LESPLUGA DE FRANCOLI-A. V.,0,POINT (841150.2076000003 4591795.5934)
Dependencias.218,GUADIANA,37604,045200157,A,EX,AE,60153,,06009,AD,180138.5428,4314596.9662,1,6,1,AE,A,EX,6,60153,06009,AD,045200157,GUADIANA,0,POINT (180138.54279999994 4314596.9662)
Dependencias.219,ARAVACA (APD),10001,019100040,P,EX,AE,280796,,28023,AD,433385.8498,4477825.14,1,28,1,AE,P,EX,28,280796,28023,AD,019100040,ARAVACA (APD),0,POINT (433385.84979999997 4477825.140000001)
Dependencias.220,MAJADAHONDA (APD),10007,019100050,P,EX,AE,280800,,28221,AD,428264.428,4480746.9235,1,28,1,AE,P,EX,28,280800,28221,AD,019100050,MAJADAHONDA (APD),0,POINT (428264.4280000003 4480746.9235)
Dependencias.221,EL BARRIAL-C.COM.- POZUELO (APD),10010,019100050,P,EX,AE,280796,,28023,AD,431511.5277,4479714.9055,1,28,1,AE,P,EX,28,280796,28023,AD,019100050,EL BARRIAL-C.COM.- POZUELO (APD),0,POINT (431511.52770000044 4479714.9055)
Dependencias.222,LOS PEÑASCALES,10102,011000060,Y,FS,AP,281277,,28290,AD,423470.7796,4490474.1263,1,28,1,AP,Y,FS,28,281277,28290,AD,011000060,LOS PEÑASCALES,0,POINT (423470.7796 4490474.1263)
